id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes
tm1003630,After We Fell,MOVIE,2021,R,99,drama; romance,FR; US,,tt13069986,4.6,12339
ts328194,My Name,SHOW,2021,TV-MA,50,thriller; action; crime; drama,KR,1,tt12940504,7.8,18446
tm1046627,Hypnotic,MOVIE,2021,,88,horror; drama; thriller,CA,,tt12383460,5.3,14887
ts307649,Turning Point: 9/11 and the War on Terror,SHOW,2021,TV-14,62,war; history; documentation,US,1,tt15260794,8,8881
tm810504,Yaksha: Ruthless Operations,MOVIE,2022,,125,action; thriller; crime,KR,,tt12663250,6.2,2486
tm1046264,The Vault,MOVIE,2021,R,118,action; thriller; crime; fantasy,ES,,tt9742794,6.4,21511
ts296214,How to Become a Tyrant,SHOW,2021,TV-MA,27,war; history; documentation,US,1,tt14832996,7.4,8041
tm1201670,A Farewell to Ozark,MOVIE,2022,,30,documentation,US,,,,
tm1185506,The Taming of the Shrewd,MOVIE,2022,,112,romance; comedy,PL,,tt18970380,4.6,630
ts283080,Who Killed Sara?,SHOW,2021,TV-MA,41,drama; crime; thriller,MX,3,tt11937816,6.4,12148
ts287438,The Innocent,SHOW,2021,TV-MA,58,crime; drama; thriller,ES,1,tt10147644,7.8,29019
ts219423,Masters of the Universe: Revelation,SHOW,2021,TV-PG,26,scifi; animation; action; drama; family; fantasy; comedy,US,2,tt10826054,5.2,26127
tm992844,The Dig,MOVIE,2021,PG-13,112,drama; history,GB,,tt3661210,7.1,71915
ts108042,Maya and the Three,SHOW,2021,TV-Y7,131,comedy; drama; family; fantasy; animation; action,MX,1,tt8787772,8.1,3597
tm1075215,Aftermath,MOVIE,2021,,114,horror; thriller; drama,US,,tt10691162,5.3,15125
ts271413,Night Stalker: The Hunt for a Serial Killer,SHOW,2021,TV-MA,47,crime; documentation,US,1,tt13651632,7.5,23939
ts281062,The Girl from Oslo,SHOW,2021,,31,drama; thriller,NO,1,tt13968792,6.3,2973
ts343427,Samurai Rabbit: The Usagi Chronicles,SHOW,2022,TV-Y7,25,action; fantasy; scifi; animation; comedy; family,US,1,tt12717354,6.6,148
tm1168932,Taylor Tomlinson: Look at You,MOVIE,2022,,60,comedy; documentation,,,tt18096250,7.3,1707
tm1003034,The Witcher: Nightmare of the Wolf,MOVIE,2021,,83,fantasy; scifi; animation; action; drama,PL; KR; US,,tt11657662,7.2,41508
tm813078,Prayers for the Stolen,MOVIE,2021,R,110,drama,QA; MX; US; CH; AR; BR; DE,,tt10366574,7.3,1729
tm1110150,Theres Someone Inside Your House,MOVIE,2021,,86,thriller; horror,US,,tt8150814,4.8,14421
tm1000147,Zone 414,MOVIE,2021,R,98,thriller; scifi,GB,,tt8545482,4.9,3878
ts271867,Vincenzo,SHOW,2021,,81,action; comedy; crime; drama; romance,KR,1,tt13433812,8.4,15134
ts272980,The One,SHOW,2021,TV-MA,42,crime; drama; scifi; thriller; action,GB,1,tt13879466,6.6,12367
tm1027081,Blood Red Sky,MOVIE,2021,,121,fantasy; horror; thriller; action,GB; DE,,tt11607896,6.1,44006
tm974195,The Fable: The Killer Who Doesnt Kill,MOVIE,2021,,132,comedy; action; thriller,JP,,tt13017204,6.8,1282
tm1021871,The Starling,MOVIE,2021,PG-13,102,comedy; drama; fantasy,US,,tt5164438,6.3,11733
ts273229,Feria: The Darkest Light,SHOW,2022,TV-MA,50,scifi; crime; drama; fantasy; horror; thriller,ES,1,tt13323004,5.7,1532
tm1063652,Intrusion,MOVIE,2021,,92,drama; thriller,US,,tt5563324,5.3,15464
tm841825,My Little Pony: A New Generation,MOVIE,2021,PG,91,fantasy; scifi; drama; comedy; family; animation; action,CA; IE; US,,tt10101702,6.8,3468
tm993670,Cosmic Sin,MOVIE,2021,R,88,scifi; action,US,,tt11762434,2.5,12284
ts328605,Midnight at the Pera Palace,SHOW,2022,TV-14,44,crime; drama; history,TR,1,tt13317508,7.1,6624
ts314135,VOIR,SHOW,2021,TV-MA,20,documentation,US,1,tt15677070,6.8,1255
tm1151272,Beast,MOVIE,2022,,162,thriller; comedy; crime; action,IN,,tt11301946,6.8,19332
tm1005109,Kingdom: Ashin of the North,MOVIE,2021,,92,action; drama; fantasy; horror; thriller,KR,,tt13412252,7.2,4890
ts287559,Jupiters Legacy,SHOW,2021,TV-MA,45,scifi; action; drama; fantasy,US,1,tt5774002,6.7,37235
tm897466,The Summit of the Gods,MOVIE,2021,PG,95,animation; thriller; history; drama; sport,FR; LU,,tt7014378,7.5,4458
tm314863,Vivo,MOVIE,2021,PG,95,comedy; animation; drama; family,US,,tt6338498,6.7,17650
tm841797,The Ice Road,MOVIE,2021,PG-13,103,thriller; drama; action,US,,tt3758814,5.6,37401
tm977704,Robin Robin,MOVIE,2021,G,30,animation; comedy; family,GB,,tt11332850,7.2,1533
tm1202960,Chris Distefano: Speshy Weshy,MOVIE,2022,,36,comedy,,,,,
tm525645,Fear Street: Part One - 1994,MOVIE,2021,,107,horror; drama,US,,tt6566576,6.2,74672
tm1141594,Brazen,MOVIE,2022,,94,thriller; crime; drama; romance,US,,tt13978306,4,11224
ts330289,Smother-In-Law,SHOW,2022,TV-MA,25,comedy,BR,1,tt15353358,,
ts270405,Pretend Its a City,SHOW,2021,TV-14,29,comedy; documentation,US,1,tt13660958,8.1,7096
tm1107225,Through My Window,MOVIE,2022,R,116,romance; comedy; drama,ES,,tt14463484,5.4,7902
ts271595,Crime Scene: The Vanishing at the Cecil Hotel,SHOW,2021,TV-MA,55,documentation; crime; thriller,US,1,tt13840586,5.9,16799
tm993838,Long Story Short,MOVIE,2021,R,90,fantasy; comedy; romance,AU,,tt10896634,6.5,4664
ts290643,Super Crooks,SHOW,2021,TV-MA,30,scifi; drama; animation; action; crime; fantasy,JP,1,tt14272628,7.1,1984
ts329700,Life After Death with Tyler Henry,SHOW,2022,TV-MA,43,reality,US,1,tt18224644,5.5,522
tm1020820,Night Teeth,MOVIE,2021,,107,comedy; action; crime; drama; fantasy; horror; thriller,GB; US,,tt10763820,5.6,16890
tm1191860,Oprah + Viola: A Netflix Special Event,MOVIE,2022,,48,,US,,tt19404044,,
tm999927,A Cop Movie,MOVIE,2021,R,107,drama; action; crime; thriller; documentation,MX,,tt14035242,7,1626
tm1198745,Marmaduke,MOVIE,2022,,88,comedy; animation,CA; US,,tt8746404,3,276
ts314594,Catching Killers,SHOW,2021,TV-MA,40,documentation; crime,US,2,tt15723914,7.1,2908
tm1093099,Love Hard,MOVIE,2021,,104,comedy; romance,US,,tt10752004,6.3,48521
ts315611,Animal,SHOW,2021,TV-PG,45,documentation,US; BR,2,tt15674216,7.9,857
ts297483,Hometown Cha-Cha-Cha,SHOW,2021,TV-14,78,comedy; romance; drama,KR,1,tt14518756,8.5,9987
tm858869,Stowaway,MOVIE,2021,PG-13,117,thriller; scifi; drama,DE; US,,tt9203694,5.6,44054
ts343404,Mai,SHOW,2022,TV-MA,48,crime; drama,IN,1,,,
tm833216,Things Heard & Seen,MOVIE,2021,,121,horror; thriller; drama,US,,tt10962368,5.3,29915
tm1159163,Fistful of Vengeance,MOVIE,2022,R,94,fantasy; action; crime; drama,US,,tt14158554,4.5,5985
tm1096775,Procession,MOVIE,2021,R,118,documentation,US,,tt14300912,7.2,1076
ts343251,Green Mothers Club,SHOW,2022,,69,drama,KR,1,tt15060900,7.1,38
tm912100,Bruised,MOVIE,2021,R,129,drama; sport; thriller,GB; US,,tt8310474,6.1,13968
tm458292,Space Sweepers,MOVIE,2021,R,136,scifi; fantasy; action; drama,KR,,tt12838766,6.5,24659
tm981945,The Last Letter From Your Lover,MOVIE,2021,,110,romance; drama,GB; CA,,tt1893273,6.6,16302
tm465421,The Pirates: The Last Royal Treasure,MOVIE,2022,,126,action; comedy,KR,,tt17491040,6,2882
ts1475,Chosen,SHOW,2022,TV-MA,44,scifi; thriller; drama,DK,1,tt16492950,4.3,1111
tm1108321,Dave Chappelle: The Closer,MOVIE,2021,,72,comedy,US,,tt15523010,8,24903
ts297846,An astrological guide for broken hearts,SHOW,2021,TV-14,34,comedy; romance,IT,2,tt14759406,7.1,2827
ts288087,Sophie: A Murder in West Cork,SHOW,2021,TV-14,55,crime; documentation; history,GB,1,tt14681732,6.8,5093
tm992260,Yes Day,MOVIE,2021,PG,86,comedy; family,US,,tt8521876,5.7,23141
ts329885,Standing Up,SHOW,2022,TV-MA,46,comedy; drama,FR,1,tt18260550,6.2,133
ts296563,Who Rules The World,SHOW,2022,TV-PG,44,drama; fantasy; romance,CN,1,tt14950036,9.2,81
ts306203,Monsters Inside: The 24 Faces of Billy Milligan,SHOW,2021,,61,crime; documentation,,1,tt15287836,6.2,3038
ts304053,Countdown: Inspiration4 Mission to Space,SHOW,2021,TV-14,50,documentation,US,1,tt15166116,7.9,1642
ts253813,GlÃ³ria,SHOW,2021,TV-MA,44,drama; history; thriller,PT,1,tt13064634,8,3941
ts284702,This Is a Robbery: The Worlds Biggest Art Heist,SHOW,2021,TV-MA,53,crime; history; documentation,US,1,tt14223858,6.5,4246
tm1079334,Bob Ross: Happy Accidents; Betrayal & Greed,MOVIE,2021,PG-13,92,documentation,US; NL,,tt14539744,6.9,5674
tm1131382,Jim Gaffigan: Comedy Monster,MOVIE,2021,,70,comedy,,,tt15907298,6.8,1549
tm1108648,The Wasteland,MOVIE,2022,,91,thriller; drama; horror,ES,,tt13323118,4.6,3782
tm824160,Fear Street: Part Two - 1978,MOVIE,2021,,109,drama; horror,US,,tt9701940,6.7,58277
tm459789,The Lovebirds,MOVIE,2021,R,87,action; romance; comedy; crime; thriller,US,,tt8851668,6,25460
tm919880,Final Account,MOVIE,2021,PG-13,94,documentation,US; GB,,tt12789212,7.1,950
ts299865,Heist,SHOW,2021,TV-MA,43,crime; documentation,US,1,tt14865290,6.8,1698
ts269676,History of Swear Words,SHOW,2021,TV-MA,21,comedy; documentation,US,1,tt13617060,6.4,4776
ts104499,Trese,SHOW,2021,TV-MA,29,crime; action; fantasy; horror; thriller; animation; scifi,PH,1,tt9310336,7,3701
ts288744,The Sound of Magic,SHOW,2022,TV-14,69,drama; fantasy; music,KR,1,tt14460684,8,982
tm1038344,Awake,MOVIE,2021,R,96,scifi; thriller; action; drama,US,,tt10418662,4.8,20828
ts287532,High on the Hog: How African American Cuisine Transformed America,SHOW,2021,TV-14,47,documentation,US,1,,,
tm863351,The God Committee,MOVIE,2021,,98,drama; thriller,US,,tt6852526,5.8,3761
tm976166,Malcolm & Marie,MOVIE,2021,R,106,drama; romance,US,,tt12676326,6.6,35760
tm949309,The White Tiger,MOVIE,2021,R,125,drama; crime,IN; SG; US,,tt6571548,7.1,58190
tm1018890,Seaspiracy,MOVIE,2021,,80,documentation,US,,tt14152756,8.1,29604
ts319303,Hes Expecting,SHOW,2022,TV-PG,26,drama; comedy; romance,JP,1,tt14719276,1.6,2735
tm1064228,Fatherhood,MOVIE,2021,PG-13,109,drama; comedy,US; CA,,tt4733624,6.6,34661
ts314742,He-Man and the Masters of the Universe,SHOW,2021,TV-Y7,26,scifi; action; fantasy; animation; comedy; drama; family,US,2,tt11465278,5.8,1618
tm1018427,Moxie,MOVIE,2021,PG-13,111,comedy; drama; music,US,,tt7737700,6.7,24003
tm855075,Rurouni Kenshin: The Beginning,MOVIE,2021,R,138,drama; action,JP,,tt11991748,7.4,7958
tm1104532,Britney vs. Spears,MOVIE,2021,,93,documentation; music,US,,tt15469820,6.4,6612
tm1165219,Ali Wong: Don Wong,MOVIE,2022,R,59,comedy,US,,tt17542000,6.5,1828
ts272463,Colin in Black & White,SHOW,2021,TV-14,32,drama; sport,US,1,tt12624928,5.4,7021
ts286317,The Sons of Sam: A Descent Into Darkness,SHOW,2021,TV-MA,60,documentation; crime; history,US,1,tt13156316,7,8124
tm1020851,Back to the Outback,MOVIE,2021,PG,95,family; animation; comedy,US; AU,,tt13575806,6.5,7328
ts320426,Crime Scene: The Times Square Killer,SHOW,2021,TV-MA,49,crime; documentation; history,US,1,tt16027926,6.5,3355
tm1138870,Badhaai Do,MOVIE,2022,,147,comedy; drama; crime,IN,,tt11934846,7.3,15032
tm1158704,Tyler Perrys A Madea Homecoming,MOVIE,2022,R,105,comedy; drama; romance,US,,tt14813966,5.6,3447
ts296825,Gone for Good,SHOW,2021,TV-MA,49,drama; crime; thriller,FR,1,tt14252964,6.3,3863
tm1044275,A Classic Horror Story,MOVIE,2021,,95,horror,IT,,,,
ts256311,High-Rise Invasion,SHOW,2021,TV-MA,25,action; horror; scifi; thriller; animation,JP,1,tt13357164,6.6,2575
tm1187638,Ronny Chieng: Speakeasy,MOVIE,2022,,60,comedy,US,,tt18830896,,
ts269881,Record of Ragnarok,SHOW,2021,TV-MA,24,scifi; drama; fantasy; thriller; animation; action,JP,1,tt13676344,6.2,4647
tm1182144,Dancing on Glass,MOVIE,2022,,137,drama; thriller,ES,,tt14118046,5.5,585
tm1146393,All Hail,MOVIE,2022,,118,comedy; drama,AR,,tt16427718,5.6,2840
tm1038327,Beckett,MOVIE,2021,R,109,thriller; action; crime; drama,BR; IT,,tt10230994,5.6,25253
tm1080252,7 Prisoners,MOVIE,2021,R,93,drama; crime,BR,,tt14168118,7.1,6444
ts287294,Money; Explained,SHOW,2021,TV-14,23,documentation,US,1,tt14492910,6.9,2143
tm1173806,Night Drive,MOVIE,2022,,118,thriller,IN,,,,
tm1198504,Ghost in the Shell: SAC_2045 Sustainable War,MOVIE,2021,R,118,animation; action; scifi,JP,,,,
tm473502,83,MOVIE,2021,,163,drama; history; sport,IN,,tt7518786,7.4,23781
ts312071,The Way of the Househusband,SHOW,2021,TV-MA,17,animation; action; comedy; crime; drama; romance,JP,1,tt13357124,7.3,3724
ts271888,Fate: The Winx Saga,SHOW,2021,TV-MA,50,scifi; drama; fantasy; action,US,1,tt8179402,6.8,37995
ts250092,Shaman King,SHOW,2021,TV-PG,23,comedy; fantasy; animation; action; scifi,JP,1,tt12502782,7,1480
tm1073510,SAS: Red Notice,MOVIE,2021,R,124,action; thriller,HU; NL; CH; GB,,tt4479380,5.2,17719
ts302312,Jaguar,SHOW,2021,TV-MA,43,war; action; drama; history,ES,1,tt11698590,5.7,1718
tm1025493,Dasvi,MOVIE,2022,,125,drama; comedy,IN,,tt14107554,8,13140
ts287328,Yasuke,SHOW,2021,TV-MA,29,scifi; action; drama; fantasy; thriller; animation,US,1,tt9310330,6.2,4999
ts317422,Saturday Morning All Star Hits!,SHOW,2021,TV-14,23,animation; comedy,US,1,tt15978256,7.6,846
tm1195032,Thar,MOVIE,2022,,108,thriller; western; action; drama; crime,IN,,tt14479746,,
tm1087160,Fever Dream,MOVIE,2021,R,93,drama; horror; thriller,CL; PE,,tt9471660,5.4,1682
tm1038363,America: The Motion Picture,MOVIE,2021,R,98,action; animation; comedy; fantasy; history; scifi; war,US,,tt6733874,5.6,6165
tm879685,The Perfect Family,MOVIE,2021,,110,comedy,,,tt11924738,6.2,46
tm1039147,Audible,MOVIE,2021,PG-13,39,documentation,US,,tt12771540,5.3,
tm1107063,Love and Leashes,MOVIE,2022,R,118,romance; comedy,KR,,tt15553956,6.3,3820
tm1082974,Count Me In,MOVIE,2021,,81,documentation; music,,,tt6889042,6.8,1654
tm1167440,My Best Friend Anne Frank,MOVIE,2021,PG-13,103,drama,NL,,tt10360772,6.2,3731
ts260477,Post Mortem: No One Dies in Skarnes,SHOW,2021,TV-MA,45,thriller; comedy; drama,NO,1,tt13053222,7.1,3229
ts265991,The Cook of Castamar,SHOW,2021,TV-MA,54,drama,ES,1,tt12626014,7.4,3637
ts304468,Thirty-Nine,SHOW,2022,TV-MA,73,drama; romance,KR,1,tt15309342,7.9,150
tm922429,The Block Island Sound,MOVIE,2021,,103,horror; scifi; thriller,US,,tt8747160,5.3,7558
ts321614,Blippi Wonders,SHOW,2021,TV-Y,7,animation,US,1,tt19315934,,
ts315041,Bulgasal: Immortal Souls,SHOW,2021,TV-MA,71,scifi; thriller; drama; fantasy,KR,1,tt14691616,7.4,1897
ts291718,Pretty Smart,SHOW,2021,TV-14,24,comedy; drama; romance,US,1,tt14369056,5.7,4209
tm983658,Rita Moreno: Just a Girl Who Decided to Go for It,MOVIE,2021,PG-13,90,documentation,US,,tt10741846,7.7,711
ts329854,Jump like a Witch,SHOW,2022,TV-PG,97,reality,KR,1,,,
ts300456,My Unorthodox Life,SHOW,2021,TV-MA,40,reality,US,1,tt14398500,5.5,1170
ts307925,On the Verge,SHOW,2021,TV-MA,32,comedy; drama,FR,1,tt5540990,6.5,2841
tm898614,Sweet Girl,MOVIE,2021,R,110,drama; thriller; action,US,,tt10731768,5.5,30580
tm1164962,Restless,MOVIE,2022,R,95,thriller; action; crime,FR; BE,,tt14465894,5.8,3704
tm858000,Rurouni Kenshin: The Final,MOVIE,2021,PG-13,138,drama; action,JP,,tt11809034,7.2,8367
tm922706,Fear Street: 1666,MOVIE,2021,R,114,horror,US,,,,
ts280892,Devotion; a Story of Love and Desire,SHOW,2022,TV-MA,40,drama; romance,IT,1,tt13956560,6.4,1262
tm1183542,Mishan Impossible,MOVIE,2022,,129,thriller; action; comedy; drama,IN,,tt14999738,6.7,321
ts273485,Baki Hanma,SHOW,2021,TV-MA,24,thriller; animation; action; drama; sport,JP,2,tt13357140,6.6,1483
ts301915,The Kings Affection,SHOW,2021,TV-14,66,drama,KR,1,,,
tm1042481,Riverdance: The Animated Adventure,MOVIE,2021,,86,fantasy; comedy; animation,CA,,tt10841088,5.5,1700
ts268102,Juvenile Justice,SHOW,2022,TV-MA,61,drama; crime,KR,1,tt15553922,8,2163
ts282133,City of Ghosts,SHOW,2021,TV-Y7,19,drama,FR,1,tt15477516,6.1,10
ts273100,DOTA: Dragons Blood,SHOW,2021,TV-MA,26,scifi; action; thriller; animation; fantasy,US,2,tt14069590,7.8,17429
ts271604,Blue Period,SHOW,2021,TV-14,25,animation; drama,JP,1,tt14115912,7.7,1712
ts313781,The Club,SHOW,2021,TV-14,47,drama; comedy,TR,2,tt13317582,7.9,7810
ts311791,The Raincoat Killer: Chasing a Predator in Korea,SHOW,2021,TV-MA,48,documentation; crime; history,KR,1,tt15488654,6.4,1864
ts305264,School of Chocolate,SHOW,2021,TV-PG,38,reality,US,1,tt15172154,7.6,1572
tm1177856,Without Saying Goodbye,MOVIE,2022,,96,romance; comedy,PE; ES,,tt14404596,5.7,2125
tm673809,Schumacher,MOVIE,2021,,112,sport; documentation,DE,,tt10322274,7.4,21558
tm434625,Wish Dragon,MOVIE,2021,PG,99,fantasy; comedy; family; romance; animation,CN; US,,tt5562070,7.2,24712
ts222864,Falling Into Your Smile,SHOW,2021,TV-14,44,drama; comedy; romance,CN,1,tt11290960,8.4,2019
tm999817,Green Snake,MOVIE,2021,,131,fantasy; animation; action,CN,,tt15000314,6.8,2181
tm1045741,Blue Miracle,MOVIE,2021,,95,drama; family,MX; US,,tt7084386,6.6,6432
ts255486,Godzilla Singular Point,SHOW,2021,TV-14,24,scifi; animation; action; thriller,JP,1,tt13229964,6.5,1612
ts215989,Snabba Cash,SHOW,2021,TV-MA,43,drama; thriller; action; crime,SE,2,tt10540276,7.6,8176
tm1132176,Jimmy Carr: His Dark Material,MOVIE,2021,,59,comedy,GB,,tt16259786,7.1,4274
tm1020326,Deadly Illusions,MOVIE,2021,R,114,thriller,US,,,,
ts299874,Cocaine Cowboys: The Kings of Miami,SHOW,2021,TV-MA,53,documentation; crime; history,,1,tt15049206,7.1,2624
ts257345,Wild Abandon,SHOW,2022,TV-MA,51,drama; comedy,TR,1,tt13317478,7.2,3634
tm1038369,Good on Paper,MOVIE,2021,R,92,romance; comedy,US,,tt8231668,5.6,11401
ts241854,EDENS ZERO,SHOW,2021,TV-14,24,action; scifi,JP,1,,,
tm1141923,The Royal Treatment,MOVIE,2022,,96,romance; comedy; family,US,,tt13989030,5.2,8127
tm1102868,Nobody Sleeps in the Woods Tonight 2,MOVIE,2021,,97,horror; thriller; comedy,PL,,tt14315500,3.9,3436
ts288489,Pretty Guardians Sailor Moon Eternal The Movie,SHOW,2021,TV-14,81,action,JP,1,tt10635042,,
ts287722,The Upshaws,SHOW,2021,TV-14,30,comedy,US,2,tt10945036,6.8,2296
tm1052498,Aileen Wuornos: American Boogeywoman,MOVIE,2021,R,85,drama; horror; thriller,US,,tt14265992,3.6,1349
tm1150872,Aziz Ansari: Nightclub Comedian,MOVIE,2022,R,29,comedy,US,,tt17005964,7,1964
ts270798,Love (ft. Marriage and Divorce),SHOW,2021,TV-PG,69,drama; romance,KR,3,tt13814840,6.6,433
tm1003353,Operation Varsity Blues: The College Admissions Scandal,MOVIE,2021,R,100,drama; documentation; crime,US,,tt14111734,6.9,7993
tm881587,Vengeance Is Mine; All Others Pay Cash,MOVIE,2021,,114,drama; comedy; romance; action,ID,,tt13387422,7.1,464
ts320302,Neymar: The Perfect Chaos,SHOW,2022,TV-MA,55,documentation; sport,BR; US,1,tt16428640,6.6,2907
ts288005,Nevertheless;,SHOW,2021,,69,drama; romance,KR,1,tt14518284,7.2,4485
tm1110389,Single All the Way,MOVIE,2021,,99,comedy; drama; romance,CA,,tt14315756,6.1,14862
tm1003261,Nate Bargatze: The Greatest Average American,MOVIE,2021,,60,comedy,US,,tt14078164,7.3,1295
ts246178,Eden,SHOW,2021,TV-PG,25,scifi; fantasy; animation; action; drama; family,JP,1,tt10545250,6.6,1111
tm1086874,Minnal Murali,MOVIE,2021,,158,action; comedy; drama; fantasy; scifi,IN,,tt7268738,8.1,24681
ts246073,Tribes of Europa,SHOW,2021,TV-MA,47,scifi; fantasy; action; drama,DE,1,tt9184982,6.7,11794
tm863823,Finding Ohana,MOVIE,2021,PG,123,comedy; family; action,US,,tt10332588,6.1,9819
ts192196,Q-Force,SHOW,2021,TV-MA,23,scifi; animation; action; comedy; crime; fantasy,US,1,tt10140028,6.4,4963
tm860261,To All the Boys: Always and Forever,MOVIE,2021,PG-13,115,romance; comedy; drama,US,,tt10676012,6.3,24232
ts308838,Bad Sport,SHOW,2021,TV-MA,65,crime; sport; documentation,,1,tt15402912,7.3,1912
ts216407,Age of Samurai: Battle for Japan,SHOW,2021,TV-MA,43,drama; history; war; documentation; action,US,1,tt10551256,7.4,4022
tm1028298,Hes All That,MOVIE,2021,R,91,comedy; romance,US,,tt4590256,4.3,23474
ts271025,Bling Empire,SHOW,2021,TV-MA,39,reality,US,2,tt13660962,5.8,2608
tm983668,Misha and the Wolves,MOVIE,2021,PG-13,90,documentation; drama,BE; GB; DE,,tt13648220,6.7,2303
ts29800,Surviving Death,SHOW,2021,TV-MA,54,documentation; reality,US,1,tt13649692,6.1,1991
tm1120509,Never Back Down: Revolt,MOVIE,2021,R,89,drama; sport; action; crime,US,,tt13470094,3.9,482
ts317522,Dig Deeper: The Disappearance of Birgit Meier,SHOW,2021,,59,crime; documentation,DE,1,tt15771888,7.3,1622
ts317078,The Journalist,SHOW,2022,TV-14,51,drama; thriller,JP,1,tt15101670,7,542
tm166973,Mixtape,MOVIE,2021,,94,comedy; drama; family; romance,US,,tt1587420,6.6,3000
tm1082314,Untold: Malice at the Palace,MOVIE,2021,R,69,crime; documentation; sport,US,,tt15085802,7.5,7532
ts305263,Baking Impossible,SHOW,2021,TV-PG,49,reality,US,1,tt15171996,7,1004
tm1134006,Death to 2021,MOVIE,2021,,60,comedy,GB; US,,tt16301388,6.3,14315
ts271321,Beyond Evil,SHOW,2021,TV-MA,66,crime; thriller; drama,KR,1,tt13634872,8.1,2776
tm1174920,Jeff Foxworthy: The Good Old Days,MOVIE,2022,,60,comedy; documentation,,,tt18314220,6.1,374
tm1131061,Hilda and the Mountain King,MOVIE,2021,,84,fantasy; animation; comedy; drama; family,CA; GB,,tt15777864,7.7,2146
tm1030495,Two,MOVIE,2021,,71,thriller; horror,ES,,,,
tm1162608,40 Years Young,MOVIE,2022,,81,comedy,MX,,tt16969906,4.2,215
tm1120902,The Privilege,MOVIE,2022,,107,scifi; thriller; drama; horror,DE,,tt14637290,4.6,3900
tm1093287,The River Runner,MOVIE,2021,,86,documentation; action,,,tt15293256,6.9,1572
tm1144897,My Fathers Violin,MOVIE,2022,,112,drama,TR,,tt14369276,6.4,3049
tm863919,Extinct,MOVIE,2021,,85,comedy; family; animation,US; CA; CN,,tt8241000,5.4,2393
tm1087932,Prey,MOVIE,2021,,87,drama; thriller,DE,,tt15198608,4.3,7084
ts220196,Centaurworld,SHOW,2021,TV-Y7,29,scifi; action; family; fantasy; animation; comedy,US,2,tt10919290,7.6,1939
tm1084966,Django & Django,MOVIE,2021,,80,documentation,,,tt15119170,6.9,873
tm1074764,Shiny_Flakes: The Teenage Drug Lord,MOVIE,2021,,96,crime; documentation,DE,,tt15036416,7.3,4529
ts240807,Power Rangers Dino Fury,SHOW,2021,TV-Y7,21,comedy; drama; fantasy; scifi; thriller; action,,2,tt12360292,7,479
ts313689,Our Beloved Summer,SHOW,2021,TV-14,60,drama; comedy,KR,1,,,
ts289620,House of Secrets: The Burari Deaths,SHOW,2021,TV-MA,45,documentation; crime; history,IN,1,tt14167390,7.4,9504
tm1106212,Photocopier,MOVIE,2021,,130,drama; thriller; crime,ID,,tt13729220,6.8,2815
ts301999,Open Your Eyes,SHOW,2021,TV-MA,47,scifi; drama; thriller,PL,1,tt13495314,6.5,1413
ts346007,Savage Beauty,SHOW,2022,TV-MA,0,drama,US,1,,,
ts319333,Tiger King: The Doc Antle Story,SHOW,2021,TV-MA,42,crime; documentation,US,1,tt16307970,6.2,1330
ts313668,Tear Along the Dotted Line,SHOW,2021,TV-14,19,drama; comedy; animation,IT,1,tt15614372,8.7,7595
tm888243,Pray Away,MOVIE,2021,PG-13,101,documentation,US,,tt11224358,6.5,2714
ts283610,Feels Like Ishq,SHOW,2021,TV-MA,42,drama; romance; comedy,IN,1,tt14163838,6.4,1514
ts315144,The Creature Cases,SHOW,2022,TV-Y,0,animation; family; action; comedy,US,1,tt15527326,,
tm1049155,Bordertown: The Mural Murders,MOVIE,2021,,107,crime; drama,FI,,tt15393650,6.2,2074
ts306510,Octonauts: Above & Beyond,SHOW,2021,TV-Y,25,family; animation,KR,1,tt15211330,7.4,66
ts343426,Senzo: Murder of a Soccer Star,SHOW,2022,,40,crime; documentation,ZA; US,1,tt18954258,,
ts271517,The Crew,SHOW,2021,TV-14,29,comedy,US,1,tt10971022,6.5,5396
ts306322,The Unlikely Murderer,SHOW,2021,TV-MA,46,drama; crime,SE,1,tt13735930,7,3954
tm675820,A Boy Called Christmas,MOVIE,2021,PG,106,family; fantasy; drama,GB,,tt10187208,6.7,20838
tm1150256,Tall Girl 2,MOVIE,2022,,97,romance; comedy; drama; family,US,,tt16085592,4.7,3916
tm1087956,Afterlife of the Party,MOVIE,2021,,109,fantasy; drama; romance; comedy,US,,tt11742798,5.7,8223
ts341760,Byron Baes,SHOW,2022,TV-MA,45,reality,AU,1,tt14537060,2.6,445
ts302714,The Kingdom,SHOW,2021,TV-MA,47,drama; crime,AR,1,tt15068148,6.5,1319
tm993790,40 Love,MOVIE,2021,R,98,comedy,US; MX,,,,
ts271593,Spycraft,SHOW,2021,TV-MA,34,documentation,US,1,tt13789092,6.7,1976
ts310376,Sex; Love & Goop,SHOW,2021,TV-MA,35,comedy; romance,US,1,tt15470160,4.8,713
ts280693,Thomas & Friends: All Engines Go!,SHOW,2021,TV-Y,11,animation; comedy; fantasy; drama; music; family,,1,tt14556544,1.7,509
ts293814,Sparking Joy with Marie Kondo,SHOW,2021,TV-PG,20,reality,,1,tt14550060,6.2,341
ts296129,Elite Short Stories: GuzmÃ¡n Caye Rebe,SHOW,2021,TV-MA,12,drama; crime; thriller,ES,1,tt14668192,7.4,2254
ts320557,Elite Short Stories: Patrick,SHOW,2021,TV-MA,12,comedy; drama,ES,1,tt16306836,6.1,671
